"","GridSize","seed","alpha","lambda","beta","type","SpectralNorm","SpectralNormTaper","FrobNorm","FrobNormTaper","SpectralNormSepKron","FrobNormSepKron","L1Selected","L2Selected"
"1579",60,79,1,2,0,"rectangular",21.1958820479528,4.57764245103079,88.0812543775236,30.4784295365516,3.7417357577506,31.4815427471992,5,7
"1580",60,80,1,2,0,"rectangular",17.4436144815198,3.77506669896633,82.3411049227261,19.0784735584905,3.51197509473104,15.9125749944641,5,5
"1581",60,81,1,2,0,"rectangular",25.6728326508794,3.80727105615658,78.5328639561359,25.9295662612867,3.54790683017319,27.2311704440025,7,8
"1582",60,82,1,2,0,"rectangular",22.3464934570137,4.25057029437591,81.2648321902093,33.0781120226206,3.79125942784792,22.9133572206259,5,10
"1583",60,83,1,2,0,"rectangular",38.6747273460256,11.2585733336944,93.5899416274274,51.1645955285755,7.93619663007532,36.013535673315,23,8
"1584",60,84,1,2,0,"rectangular",14.0214101881649,3.85005717047646,68.3846878256215,30.1341140783799,4.56352628410202,32.0565330850799,7,6
"1585",60,85,1,2,0,"rectangular",20.7203921348515,2.31760066848162,83.3218360466134,19.0552527906033,1.05897983145118,9.33072879990214,6,7
"1586",60,86,1,2,0,"rectangular",13.8092843295597,4.91032644791061,74.0725994398731,22.2643518230309,6.17033086298283,35.3849416503581,6,5
"1587",60,87,1,2,0,"rectangular",40.5763916604666,6.61241796068814,96.0457219433384,38.9163548925286,2.35894036449503,16.4571147065944,10,6
"1588",60,88,1,2,0,"rectangular",34.407215869665,2.03444440364595,92.179640314949,18.964142228991,3.00230277312886,13.3408192651137,6,6
"1589",60,89,1,2,0,"rectangular",22.1062643774415,4.70514932550795,82.8721951810548,27.3313360757621,4.2368514782901,25.8726183821104,9,6
"1590",60,90,1,2,0,"rectangular",27.0156244220281,4.85900346798448,89.5555159233326,23.800431135043,3.09644013926596,15.3094795385329,6,6
"1591",60,91,1,2,0,"rectangular",24.6117436479284,4.56650454796154,90.4368995554095,29.2451389231749,5.50254408555039,40.1508045372594,5,8
"1592",60,92,1,2,0,"rectangular",24.2755029347101,3.54058037016281,82.6632363417751,24.5143128942237,1.40645270788538,12.4525959139681,5,7
"1593",60,93,1,2,0,"rectangular",27.9865797241183,5.60148350782997,81.2504183898014,34.7589928133284,2.75576010702707,19.7783050236537,9,7
"1594",60,94,1,2,0,"rectangular",23.0095371286659,2.79882703886854,76.5869786710457,22.233641279958,1.42541030444706,11.0639548379055,7,6
"1595",60,95,1,2,0,"rectangular",29.0093383653878,6.1056616127048,88.8567459063685,34.5566177819583,3.55468249819448,19.3151384642246,9,7
"1596",60,96,1,2,0,"rectangular",27.8008595233049,4.38527234760556,83.7538569892416,31.0033088641062,5.40895339690713,35.331635557208,5,10
"1597",60,97,1,2,0,"rectangular",25.938752633172,6.01282469986829,85.5857825794909,36.1993364096449,2.16342804043722,14.8491424982727,8,10
"1598",60,98,1,2,0,"rectangular",21.1301887563203,2.55146805665572,76.9135956165934,16.7595871018646,1.7197090167194,9.54033588830849,6,6
"1599",60,99,1,2,0,"rectangular",43.8384113623502,12.19780879743,97.6380366546283,46.5285032873887,6.62562457025518,25.986018417031,5,17
"1600",60,100,1,2,0,"rectangular",16.2095270765539,7.04410937155197,83.2494470926789,33.2160740525813,5.93608874741157,27.5845854396306,5,5
"1601",60,1,1,4,0,"rectangular",43.2763461193028,23.785228686614,145.161340624757,77.6627736585133,22.5027804278368,83.4070447281942,9,20
"1602",60,2,1,4,0,"rectangular",31.2378966615541,15.199975994444,119.241836181665,53.3635154156366,12.9617764731364,76.3884757785737,10,12
"1603",60,3,1,4,0,"rectangular",34.197600320513,25.7722239925358,134.102723077516,73.6989550084586,32.1898494846004,97.7234893701397,9,9
"1604",60,4,1,4,0,"rectangular",50.1661189198836,34.9352848570218,139.187806419759,113.590549073477,24.6479108275062,79.8927265396605,21,22
"1605",60,5,1,4,0,"rectangular",34.2525381730135,11.4880199705295,121.991337036408,43.5667295793364,8.73949794997993,22.5673356901028,12,11
"1606",60,6,1,4,0,"rectangular",51.2474314184555,23.78716591689,140.807449040631,76.9324336244554,16.2745290238075,43.2837846389705,18,12
