"","GridSize","seed","alpha","lambda","beta","type","SNorm","SNormTapered","SNormSeparTapered","L1Selected","L2Selected"
"643",30,43,1,2,0,"rectangular",9.3390108647416,4.13457262630454,4.42051774513032,5,4
"644",30,44,1,2,0,"rectangular",19.83101047473,9.27356693771527,8.71704358508834,10,4
"645",30,45,1,2,0,"rectangular",13.3500812505333,5.90077352977291,3.48107284018308,3,5
"646",30,46,1,2,0,"rectangular",16.0045007427703,5.79520969181104,5.26294512776515,4,4
"647",30,47,1,2,0,"rectangular",10.7967036053728,5.39517570055332,3.83410454350061,8,5
"648",30,48,1,2,0,"rectangular",27.201571876949,10.8788318122011,7.141655065057,6,5
"649",30,49,1,2,0,"rectangular",34.7930315887308,4.23629036868699,3.41709402904617,5,4
"650",30,50,1,2,0,"rectangular",11.4347960260113,7.97746256367274,7.54147319392571,3,4
"651",30,51,1,2,0,"rectangular",12.546260370071,2.15533117908476,3.5561141201858,5,4
"652",30,52,1,2,0,"rectangular",19.9235469067364,9.83378567482153,6.07454092304161,11,10
"653",30,53,1,2,0,"rectangular",10.4286708831592,4.40983685426128,3.96474196131881,7,4
"654",30,54,1,2,0,"rectangular",16.9591094114069,3.33751647277279,1.84621323767378,5,4
"655",30,55,1,2,0,"rectangular",19.2556657841543,3.56552867764513,4.4421441764855,5,4
"656",30,56,1,2,0,"rectangular",13.7072334407028,10.3776907447063,10.8236527813512,4,3
"657",30,57,1,2,0,"rectangular",46.8152685239312,18.7045047712077,18.1012813078887,12,5
"658",30,58,1,2,0,"rectangular",9.63873409424567,7.11821721262435,8.17872353905642,4,3
"659",30,59,1,2,0,"rectangular",10.0090686555739,3.45395798192603,3.39988189983743,4,6
"660",30,60,1,2,0,"rectangular",16.1925911752962,4.82847682277641,4.98331048984555,5,4
"661",30,61,1,2,0,"rectangular",9.21980984647299,4.16487791163007,3.62331697938449,5,4
"662",30,62,1,2,0,"rectangular",13.82159526347,2.74074382378356,2.05058614265664,4,6
"663",30,63,1,2,0,"rectangular",16.5675131200294,6.69735186609469,4.18068008783485,5,9
"664",30,64,1,2,0,"rectangular",19.4552636391791,5.21947464422968,2.80092859864387,8,4
"665",30,65,1,2,0,"rectangular",13.5889751624797,3.65286081953582,4.19523860604102,4,4
"666",30,66,1,2,0,"rectangular",11.9652932185705,8.56775858699327,7.8606528122795,4,4
"667",30,67,1,2,0,"rectangular",12.555797274622,4.93105009391167,5.18102457921339,6,4
"668",30,68,1,2,0,"rectangular",14.7220211238574,12.6825851200084,10.8816786725837,4,8
"669",30,69,1,2,0,"rectangular",12.2657083746177,6.83492401617523,6.06722795026249,4,5
"670",30,70,1,2,0,"rectangular",13.5367127493611,9.2785961620123,10.0695570719914,4,3
"671",30,71,1,2,0,"rectangular",14.387030005038,8.26203221091286,7.03873694509384,4,4
"672",30,72,1,2,0,"rectangular",11.6535536856016,8.11309631096598,5.71106961222098,5,4
"673",30,73,1,2,0,"rectangular",22.4284577214026,3.42107474685099,3.11526411436829,6,4
"674",30,74,1,2,0,"rectangular",16.796483554139,3.7139494868522,4.55873132786101,4,5
"675",30,75,1,2,0,"rectangular",17.5199815768677,3.88044055198889,5.79781402095099,4,6
"676",30,76,1,2,0,"rectangular",14.1364136494963,11.0033248139003,10.549262691872,5,4
"677",30,77,1,2,0,"rectangular",21.5921552903783,9.46121528124307,4.31848150506428,5,13
"678",30,78,1,2,0,"rectangular",16.5743810725337,5.62420751212641,4.00834763327258,3,5
"679",30,79,1,2,0,"rectangular",19.4707507222313,4.62121927499232,6.24174741583087,6,4
"680",30,80,1,2,0,"rectangular",14.4668526994587,12.2542560166618,9.93995431227971,7,4
"681",30,81,1,2,0,"rectangular",13.5612096131197,9.16076138294796,8.17714685315164,4,4
"682",30,82,1,2,0,"rectangular",12.0253674169358,7.40623375562566,7.76064426311539,4,4
"683",30,83,1,2,0,"rectangular",13.803552792681,6.7978334204987,5.74276179769457,3,4
"684",30,84,1,2,0,"rectangular",10.2184226476385,4.5019583176119,6.89348580876721,5,4
"685",30,85,1,2,0,"rectangular",10.1707676520039,4.18585423358306,3.3267437468196,4,7
"686",30,86,1,2,0,"rectangular",11.4202849361246,8.28857116209298,8.43382678399353,9,3
"687",30,87,1,2,0,"rectangular",19.8270956934356,4.02130163838937,2.32119625836897,7,5
"688",30,88,1,2,0,"rectangular",15.981739601669,2.84067559844272,1.50777875623268,4,6
"689",30,89,1,2,0,"rectangular",11.6573837580843,4.23013027032788,4.14927532054261,7,4
"690",30,90,1,2,0,"rectangular",11.1799836271136,7.0885714688482,5.33475579020155,4,6
"691",30,91,1,2,0,"rectangular",20.2838943373986,3.88111483936723,4.69294287439403,4,4
"692",30,92,1,2,0,"rectangular",13.9506144402334,3.61833360425831,4.19949001804434,4,5
"693",30,93,1,2,0,"rectangular",12.7898296972506,2.35982551257067,3.83946771376693,4,5
"694",30,94,1,2,0,"rectangular",19.8132690464894,4.71346134590031,3.40314161012996,4,9
"695",30,95,1,2,0,"rectangular",20.6342050001534,5.90314024030473,3.89937358522653,5,5
"696",30,96,1,2,0,"rectangular",27.9298992100488,7.98595113919075,6.57037720304201,7,5
"697",30,97,1,2,0,"rectangular",16.8830399984604,3.94129885718604,2.21872517371026,6,4
"698",30,98,1,2,0,"rectangular",13.1695773055704,5.70243850113394,5.16171452702222,5,3
"699",30,99,1,2,0,"rectangular",28.1838094538974,7.59317085579632,6.28809270369311,4,15
"700",30,100,1,2,0,"rectangular",14.2352311979589,12.1248856529389,10.3255982308058,3,4
"701",30,1,1,4,0,"rectangular",40.879521053283,30.2753203661149,33.4182037707403,5,9
"702",30,2,1,4,0,"rectangular",37.9441050645754,20.2100536108504,13.2260977047573,5,13
"703",30,3,1,4,0,"rectangular",45.1232098797346,38.4526921695608,40.9015073287293,5,9
"704",30,4,1,4,0,"rectangular",41.0426339333528,37.632998427601,30.7307009954472,13,12
"705",30,5,1,4,0,"rectangular",35.8443680637314,33.4936405743484,23.606000003089,17,20
"706",30,6,1,4,0,"rectangular",39.7684146842299,39.037168025353,33.1467178512566,19,6
"707",30,7,1,4,0,"rectangular",41.3067530411581,26.0259271131455,22.0845588243933,6,7
"708",30,8,1,4,0,"rectangular",46.4283601865266,32.4950705570479,27.2532798370789,6,6
"709",30,9,1,4,0,"rectangular",43.2015066527546,34.4952962598928,35.6540770915597,5,6
"710",30,10,1,4,0,"rectangular",35.9040006645517,34.3661686166878,34.231861403365,10,5
"711",30,11,1,4,0,"rectangular",34.078275762908,16.7633933203789,22.9785589881901,7,9
"712",30,12,1,4,0,"rectangular",25.2847611020195,11.2501724799556,15.7266963654618,11,10
"713",30,13,1,4,0,"rectangular",27.9769532065629,23.2778176331397,25.5333076066271,8,7
"714",30,14,1,4,0,"rectangular",52.3377462397994,20.1799133543724,15.9285610091793,12,6
"715",30,15,1,4,0,"rectangular",34.2392173319583,19.3434309458305,18.0706145019421,9,12
"716",30,16,1,4,0,"rectangular",39.9609768749754,30.7032488332735,26.291384653572,9,6
"717",30,17,1,4,0,"rectangular",49.3512929005122,39.0406547637181,37.8793159528052,5,5
"718",30,18,1,4,0,"rectangular",71.5956650902905,48.3684425034723,35.5183477427318,19,9
"719",30,19,1,4,0,"rectangular",47.9381095428379,42.75849708723,39.6175990287137,4,9
"720",30,20,1,4,0,"rectangular",48.3970519464418,12.2378709659429,9.96190393394675,7,9
"721",30,21,1,4,0,"rectangular",45.1199336114998,38.5515873335393,28.880613661307,10,20
"722",30,22,1,4,0,"rectangular",42.7684460122341,17.406140355269,6.95826554012288,15,10
"723",30,23,1,4,0,"rectangular",36.6901640608828,23.9579406438238,28.4669064178705,9,7
"724",30,24,1,4,0,"rectangular",47.7431070441007,45.5041667189443,40.6314356028245,6,9
"725",30,25,1,4,0,"rectangular",36.631495781029,29.2725773250808,20.9982744572055,10,13
"726",30,26,1,4,0,"rectangular",42.2308170669681,36.8469147499994,36.1531488234326,13,5
"727",30,27,1,4,0,"rectangular",34.6336800990845,18.788421339436,7.67255500024646,7,9
"728",30,28,1,4,0,"rectangular",38.834384058085,25.1138417916682,23.9282153494652,8,7
"729",30,29,1,4,0,"rectangular",39.3012445191869,25.0290475818957,23.1982604262099,7,8
"730",30,30,1,4,0,"rectangular",49.6250283665282,39.8470570002467,24.0614407443356,16,11
"731",30,31,1,4,0,"rectangular",34.7127543386714,24.4407617295618,25.8783223104949,8,8
"732",30,32,1,4,0,"rectangular",39.3354941753861,40.3946069028683,44.7431422677645,6,5
"733",30,33,1,4,0,"rectangular",44.7871251294155,40.6425576490764,33.9488360681559,14,8
"734",30,34,1,4,0,"rectangular",34.8668006485979,36.4170364865527,35.819155136063,5,8
"735",30,35,1,4,0,"rectangular",44.1161897333103,21.1377100212211,13.663950818728,6,7
"736",30,36,1,4,0,"rectangular",35.4962438119817,27.5191732423316,29.445398205445,9,6
"737",30,37,1,4,0,"rectangular",47.0633370506169,40.4052652784516,35.2409890175247,9,5
"738",30,38,1,4,0,"rectangular",39.7334695307295,25.1539675726475,27.2957267822473,11,7
"739",30,39,1,4,0,"rectangular",44.4528760735046,34.0142106779815,38.0311916065593,10,5
"740",30,40,1,4,0,"rectangular",40.8333275235919,30.8303332551153,27.6952008801359,8,5
"741",30,41,1,4,0,"rectangular",36.2539565600109,35.3987367898386,24.7582683772146,15,24
"742",30,42,1,4,0,"rectangular",50.8638473716194,49.2526880107141,36.5755724496282,18,19
"743",30,43,1,4,0,"rectangular",32.3595117045371,25.3810560576402,27.8738983572657,8,5
"744",30,44,1,4,0,"rectangular",31.8737318759373,18.7852703990345,15.3997355196236,8,6
"745",30,45,1,4,0,"rectangular",48.3777525643961,36.4952903904659,29.9504562819717,5,7
"746",30,46,1,4,0,"rectangular",43.2088933780353,28.9715014313366,24.958416781938,9,6
"747",30,47,1,4,0,"rectangular",47.8773744793756,47.3402459843504,43.9353320516705,7,11
"748",30,48,1,4,0,"rectangular",60.515693569158,28.618340720355,45.4860808518097,9,9
"749",30,49,1,4,0,"rectangular",29.6755558227328,20.0837067805835,13.3054533485678,17,5
"750",30,50,1,4,0,"rectangular",45.3686168533344,33.3454377582976,33.8267145106657,7,8
"751",30,51,1,4,0,"rectangular",40.1366378813054,23.1763549081779,22.2108388039654,7,6
"752",30,52,1,4,0,"rectangular",37.0714378630412,33.7596027530566,30.7547785677842,14,11
"753",30,53,1,4,0,"rectangular",38.5701226545927,30.4807229018575,24.7252507013497,12,8
"754",30,54,1,4,0,"rectangular",42.011353621746,29.7032729400294,26.8849514835067,6,6
"755",30,55,1,4,0,"rectangular",33.5735359092165,19.4991120851251,19.6851602665792,8,10
"756",30,56,1,4,0,"rectangular",47.6672472217096,36.8643684040437,42.4586127897214,14,5
"757",30,57,1,4,0,"rectangular",51.8735995512324,19.2376572315742,34.8394166864886,9,7
"758",30,58,1,4,0,"rectangular",36.1009518205307,22.9968263387202,25.1049976522625,13,6
"759",30,59,1,4,0,"rectangular",39.5258045290147,35.1050722191569,20.7306250373184,17,21
"760",30,60,1,4,0,"rectangular",45.6844708633854,41.0731682764099,34.1979192925179,9,14
"761",30,61,1,4,0,"rectangular",35.0246689690574,24.3118068908019,23.872280010719,6,8
"762",30,62,1,4,0,"rectangular",33.0497095575157,18.956309296919,16.6304578839095,8,7
"763",30,63,1,4,0,"rectangular",19.5149765491163,13.4735556636903,16.4582175059432,6,17
"764",30,64,1,4,0,"rectangular",35.4178236516264,27.3592497568601,20.4630907451136,9,20
"765",30,65,1,4,0,"rectangular",42.4626362706774,28.2044254908801,14.0709890553848,8,7
"766",30,66,1,4,0,"rectangular",50.4272554802209,44.3389821145388,45.5992246968931,5,4
"767",30,67,1,4,0,"rectangular",40.504650130359,34.6679107227568,35.6195272408945,5,7
"768",30,68,1,4,0,"rectangular",48.9975835978761,41.5999982767678,40.4106425108203,10,5
"769",30,69,1,4,0,"rectangular",45.318145863447,35.8582745294953,31.5206849146997,8,6
"770",30,70,1,4,0,"rectangular",42.5244024646935,36.3279629976013,38.5227384556935,7,8
"771",30,71,1,4,0,"rectangular",46.4303971026632,39.2225514941703,39.1107596743418,4,18
"772",30,72,1,4,0,"rectangular",44.1951132453876,33.3476796871457,33.3677055780496,7,7
"773",30,73,1,4,0,"rectangular",48.0896653922094,31.3961621938297,23.903065168902,7,6
"774",30,74,1,4,0,"rectangular",32.804054026465,13.8216880540526,12.4908676881945,8,8
"775",30,75,1,4,0,"rectangular",36.5988692771091,27.7585874215196,29.089134968494,9,7
"776",30,76,1,4,0,"rectangular",50.0368791984631,44.6703062754069,45.4564439602663,5,6
"777",30,77,1,4,0,"rectangular",37.8248586816522,29.0364230812595,26.2665135520742,7,5
"778",30,78,1,4,0,"rectangular",41.0141985588646,27.4069801116615,23.8350477215937,6,7
"779",30,79,1,4,0,"rectangular",45.1834660539424,24.8290438923279,19.7337557272237,6,6
"780",30,80,1,4,0,"rectangular",48.6874305954831,43.606529903857,41.5994437278573,5,5
"781",30,81,1,4,0,"rectangular",46.299669283743,40.7706809072654,41.4428393396141,5,6
"782",30,82,1,4,0,"rectangular",45.7860963708869,34.4886606937664,33.0561735436188,6,8
"783",30,83,1,4,0,"rectangular",43.6180684234199,26.8278628900379,22.1557493199238,5,9
"784",30,84,1,4,0,"rectangular",36.1827529234769,23.8737967404234,29.3159152865878,7,6
"785",30,85,1,4,0,"rectangular",42.845144148327,21.8535851192198,15.2999195202068,6,7
"786",30,86,1,4,0,"rectangular",39.6463171110372,34.4316664235277,37.4387047677895,6,15
"787",30,87,1,4,0,"rectangular",46.298559809074,14.3519579207713,13.5841613202223,9,9
"788",30,88,1,4,0,"rectangular",49.276884482146,36.4837533576178,23.9637517109389,9,24
"789",30,89,1,4,0,"rectangular",38.7359235380008,15.6554717848086,24.4937320322807,8,12
"790",30,90,1,4,0,"rectangular",47.6955873316673,33.9373165346029,28.9092031718564,7,8
"791",30,91,1,4,0,"rectangular",57.6284685195196,16.9460705849021,18.5205565193969,7,9
"792",30,92,1,4,0,"rectangular",35.837453454219,33.286649203132,17.3170277433753,10,15
"793",30,93,1,4,0,"rectangular",38.0256563696177,33.2363373780993,26.6583658433106,21,6
"794",30,94,1,4,0,"rectangular",30.0890765196984,15.6046675551202,14.3061741323006,6,12
"795",30,95,1,4,0,"rectangular",37.7054342882728,21.0593561360465,11.3197230055826,7,7
"796",30,96,1,4,0,"rectangular",59.932138530586,44.2867064623796,34.4945537395379,10,19
"797",30,97,1,4,0,"rectangular",35.5676353387708,10.5501609422308,4.91128872515914,11,8
"798",30,98,1,4,0,"rectangular",40.6757627321894,32.0852887586405,31.725322375151,9,5
"799",30,99,1,4,0,"rectangular",49.1748094938997,48.8609204857232,35.4118406835916,17,22
"800",30,100,1,4,0,"rectangular",50.6332159547627,47.891786897504,44.6227650772801,7,9
"801",30,1,1,6,0,"rectangular",83.2317814981281,70.7935921273279,76.8542817185898,9,6
"802",30,2,1,6,0,"rectangular",68.3713944329502,59.3331277072661,47.0314526921906,11,8
"803",30,3,1,6,0,"rectangular",92.6120738464298,86.3138858449297,87.1969595519103,7,9
"804",30,4,1,6,0,"rectangular",86.753422801768,62.4945750739656,60.8979902095287,12,7
"805",30,5,1,6,0,"rectangular",61.2788622279065,39.9307210836569,36.826317422276,24,7
"806",30,6,1,6,0,"rectangular",78.38625266889,67.7692757450764,66.1681475323864,9,8
"807",30,7,1,6,0,"rectangular",73.6653768863641,68.3009384375467,64.6145159777646,9,6
"808",30,8,1,6,0,"rectangular",91.3323944683904,73.8028768590148,67.6604481021706,7,7
"809",30,9,1,6,0,"rectangular",86.3314139502286,78.6320142763851,81.3725457122033,8,5
"810",30,10,1,6,0,"rectangular",77.0423102140858,71.3778985408408,71.115710164801,12,11
"811",30,11,1,6,0,"rectangular",74.5145826325361,63.7555829529528,63.7608787707826,10,16
"812",30,12,1,6,0,"rectangular",58.3764426897776,39.1174003804075,40.9013217100734,11,11
"813",30,13,1,6,0,"rectangular",68.3849939338034,55.2788271071604,57.9592379191702,9,9
"814",30,14,1,6,0,"rectangular",96.2691098636138,93.7884213618422,77.8632637820386,24,22
"815",30,15,1,6,0,"rectangular",65.06485306762,42.5738731049701,51.6319536194405,14,8
"816",30,16,1,6,0,"rectangular",79.1841601545174,68.1248308748743,69.6723114580881,10,7
"817",30,17,1,6,0,"rectangular",94.4571655553022,83.2443528849467,81.957152532877,9,6
"818",30,18,1,6,0,"rectangular",70.9207730010414,33.8686885069903,37.484513159966,13,8
"819",30,19,1,6,0,"rectangular",93.7400880528216,84.887601029315,87.0732245524485,8,6
"820",30,20,1,6,0,"rectangular",57.5446986192569,30.8503452547218,30.1572543413513,9,8
"821",30,21,1,6,0,"rectangular",60.2443340463644,55.7891003558848,45.2771424475877,16,16
"822",30,22,1,6,0,"rectangular",65.4969826092728,28.0874800676373,25.0332033887703,9,15
"823",30,23,1,6,0,"rectangular",80.8676677744263,62.6185551004914,65.5005639569131,8,15
"824",30,24,1,6,0,"rectangular",94.16880845343,87.1505940212333,86.2097520145964,8,9
"825",30,25,1,6,0,"rectangular",69.4745494339703,49.6572057747509,51.6768501771314,8,15
"826",30,26,1,6,0,"rectangular",80.809064146576,74.795021769904,73.9477232635694,7,8
"827",30,27,1,6,0,"rectangular",69.4835646993977,51.047636836435,35.6353764852588,14,7
"828",30,28,1,6,0,"rectangular",69.3559063443115,58.9669373575382,52.848322881766,8,12
"829",30,29,1,6,0,"rectangular",77.9119925019952,53.2537165966707,46.1897831343281,18,7
"830",30,30,1,6,0,"rectangular",83.3216191857797,83.9490400431513,61.1126475284393,14,16
"831",30,31,1,6,0,"rectangular",65.245120053543,55.0071644521141,55.2337746226017,20,8
"832",30,32,1,6,0,"rectangular",76.8507355225122,70.9938320875367,83.4183529235273,12,10
"833",30,33,1,6,0,"rectangular",80.4061167502424,68.839092540346,68.6326734115814,12,8
"834",30,34,1,6,0,"rectangular",74.7239839513284,65.6816700173137,68.1383165894815,15,11
"835",30,35,1,6,0,"rectangular",86.0262276704092,60.3692091647083,46.4190448630893,8,8
"836",30,36,1,6,0,"rectangular",79.6168078691475,72.9344690785602,72.6764975742141,19,10
"837",30,37,1,6,0,"rectangular",91.2958608056816,81.7056527553207,82.3971293513596,9,4
"838",30,38,1,6,0,"rectangular",78.3414927566019,56.1273599858575,64.9360077566198,7,13
"839",30,39,1,6,0,"rectangular",83.396683200184,73.1196454028775,79.7316001769165,9,9
"840",30,40,1,6,0,"rectangular",88.9408256529714,83.2889686297868,73.9783206925858,8,15
"841",30,41,1,6,0,"rectangular",87.0640823866237,63.9711640702527,62.7575959901538,10,6
"842",30,42,1,6,0,"rectangular",93.3514435030764,80.0940163032895,73.1737959757732,6,8
"843",30,43,1,6,0,"rectangular",70.3743219835279,59.588180576542,46.6071329194178,11,18
"844",30,44,1,6,0,"rectangular",65.1328184625273,50.218454314605,32.5138999643826,10,15
"845",30,45,1,6,0,"rectangular",90.7647694416317,87.932365840067,78.4531331997394,11,7
"846",30,46,1,6,0,"rectangular",83.442258011166,70.2468623464486,67.6979648081792,11,6
"847",30,47,1,6,0,"rectangular",91.9239596168506,89.198843539409,89.7330207400667,12,6
"848",30,48,1,6,0,"rectangular",87.8424035837143,49.9977680024062,93.5633098974118,9,14
"849",30,49,1,6,0,"rectangular",69.3268123630708,67.505291468091,56.2637530648262,27,14
"850",30,50,1,6,0,"rectangular",88.2175789849427,79.0581558040646,73.0165986841031,9,12
"851",30,51,1,6,0,"rectangular",79.8473551621259,75.8566054123336,65.0605113612418,12,11
"852",30,52,1,6,0,"rectangular",73.1426063495436,53.9643360932442,56.5204471748695,11,9
"853",30,53,1,6,0,"rectangular",73.9890397839671,70.5939582648886,64.2476816425007,10,20
"854",30,54,1,6,0,"rectangular",84.1725583544516,70.5659533204435,71.4461670918192,8,6
"855",30,55,1,6,0,"rectangular",68.8394427545187,46.0118927496239,48.1797241855067,12,10
"856",30,56,1,6,0,"rectangular",92.459118371191,90.3647540368783,90.0348943959535,16,10
"857",30,57,1,6,0,"rectangular",47.9347696089342,31.0571132036727,52.5896697744056,12,7
"858",30,58,1,6,0,"rectangular",78.4591843366387,62.0883574285411,57.8311180683976,9,23
"859",30,59,1,6,0,"rectangular",71.0454456511421,39.3119327532352,33.7458893771965,15,8
"860",30,60,1,6,0,"rectangular",87.1202282483126,86.0706646006659,82.595028341547,15,14
"861",30,61,1,6,0,"rectangular",71.6131736336995,67.7558313249846,53.6919620033234,18,16
"862",30,62,1,6,0,"rectangular",72.2111165027438,50.9937919833324,44.8949050814896,8,10
"863",30,63,1,6,0,"rectangular",50.388188241378,29.8613069192571,32.9936744180835,14,11
"864",30,64,1,6,0,"rectangular",52.303321439288,19.9013227042123,22.6009008722545,9,20
"865",30,65,1,6,0,"rectangular",84.2108408979587,69.8027721929025,59.6241158974113,8,7
"866",30,66,1,6,0,"rectangular",94.6186813252252,89.5248646856789,89.7405558240905,12,5
"867",30,67,1,6,0,"rectangular",90.2254597727194,88.1785250299063,79.507154238071,13,12
"868",30,68,1,6,0,"rectangular",93.9693618830497,87.9826237919394,88.8370480624037,8,5
"869",30,69,1,6,0,"rectangular",92.5263219147585,93.158459413668,84.8845978416176,9,17
"870",30,70,1,6,0,"rectangular",84.2608038757585,66.6249069557439,73.062340846071,7,19
"871",30,71,1,6,0,"rectangular",89.160349300295,77.4942326413669,76.8712451253792,6,12
"872",30,72,1,6,0,"rectangular",80.8327921590072,69.8051298720465,70.2726113155844,9,9
"873",30,73,1,6,0,"rectangular",92.6896626066684,76.6636544500453,73.006787001607,6,7
"874",30,74,1,6,0,"rectangular",62.9164938473853,57.1619501503775,50.430405902825,11,19
"875",30,75,1,6,0,"rectangular",75.2883887764976,59.6229203801777,66.6764307933898,6,10
"876",30,76,1,6,0,"rectangular",96.7748461306993,94.1483164215906,92.5840219866387,8,11
"877",30,77,1,6,0,"rectangular",76.912675170897,66.5676266786038,56.8898313073915,9,17
"878",30,78,1,6,0,"rectangular",76.5066972380863,58.5787361787986,53.1523093965779,17,6
"879",30,79,1,6,0,"rectangular",89.5799441404437,84.8765035587275,62.5122253225836,11,13
"880",30,80,1,6,0,"rectangular",92.6117832560013,87.9062083670483,86.7911916730705,6,11
"881",30,81,1,6,0,"rectangular",87.9529948965206,82.3566422575992,84.4354339957902,6,10
"882",30,82,1,6,0,"rectangular",87.0667904122171,76.3382018933256,76.8093680584475,6,8
"883",30,83,1,6,0,"rectangular",90.3983544291338,89.8154704029421,74.7465957966127,14,18
"884",30,84,1,6,0,"rectangular",79.655925364044,75.4835584377605,68.5323241204672,14,16
"885",30,85,1,6,0,"rectangular",88.0198424092511,90.9395429614757,58.829713996153,15,14
"886",30,86,1,6,0,"rectangular",79.1217467792939,75.5429946450948,81.3946395405399,10,9
"887",30,87,1,6,0,"rectangular",74.7359102842089,62.5188211605573,57.2135099024683,21,14
"888",30,88,1,6,0,"rectangular",87.6295905300413,76.7380059323792,61.5638297975679,22,13
"889",30,89,1,6,0,"rectangular",73.348544786903,62.4185459884766,56.986131111483,11,16
"890",30,90,1,6,0,"rectangular",83.0426672492375,73.9724759624118,70.4013568801763,7,19
"891",30,91,1,6,0,"rectangular",95.2348747750614,89.6444380472523,51.9631300601096,18,21
"892",30,92,1,6,0,"rectangular",75.7610840175864,72.2565323400312,59.8057070677464,16,12
"893",30,93,1,6,0,"rectangular",82.9003888899792,81.5300379852898,73.2251057154059,8,18
"894",30,94,1,6,0,"rectangular",77.6516147703303,53.4324789013211,45.3621842394239,9,9
"895",30,95,1,6,0,"rectangular",71.1927977156464,55.9553486943476,36.570847226728,8,21
"896",30,96,1,6,0,"rectangular",72.4842750575763,37.6328209961496,36.5675988305774,9,11
"897",30,97,1,6,0,"rectangular",44.8881713195048,39.3441362286624,33.8064335097046,24,13
"898",30,98,1,6,0,"rectangular",80.8961121997028,69.5251924927118,73.7222202048521,6,9
"899",30,99,1,6,0,"rectangular",94.205397413379,97.4566499547982,90.2090945910641,13,14
"900",30,100,1,6,0,"rectangular",96.9109491307394,91.8553107560036,94.053172762866,6,5
"901",40,1,1,2,0,"rectangular",13.5646026112969,5.1261375363911,7.02446110113982,4,5
"902",40,2,1,2,0,"rectangular",33.8308624728846,5.14506709246018,5.19294532724883,4,6
"903",40,3,1,2,0,"rectangular",12.3296789352869,8.20948692331363,8.06844790716461,4,4
"904",40,4,1,2,0,"rectangular",19.9321746229872,4.5736597822345,6.10527631166382,6,5
"905",40,5,1,2,0,"rectangular",11.4976198257907,3.35667970003309,3.78734147610579,5,4
"906",40,6,1,2,0,"rectangular",23.8197660154804,2.42630363372854,2.46802061370663,5,5
"907",40,7,1,2,0,"rectangular",28.4065761662796,3.1531877790117,1.81570466423892,6,5
"908",40,8,1,2,0,"rectangular",12.6055613840174,3.11537177445247,2.74035921710519,7,4
"909",40,9,1,2,0,"rectangular",12.9351641307185,5.66841700733609,5.50075351362833,4,5
"910",40,10,1,2,0,"rectangular",13.0899539391176,5.93036095450106,5.99354371093547,5,4
"911",40,11,1,2,0,"rectangular",8.25131343260043,4.80362652926275,6.18280701223393,6,5
"912",40,12,1,2,0,"rectangular",8.55343669643608,6.99648455082082,9.05767390627667,4,5
"913",40,13,1,2,0,"rectangular",10.9209006993116,5.02593073219526,4.58485878811897,5,5
"914",40,14,1,2,0,"rectangular",25.9574801324641,3.98001787929676,1.58777339624432,8,6
"915",40,15,1,2,0,"rectangular",11.3167374711,7.88700130151987,6.14795772349107,4,13
"916",40,16,1,2,0,"rectangular",17.0967702331759,4.21891731931486,2.48347662117735,8,6
"917",40,17,1,2,0,"rectangular",19.7663410604365,6.33779795862147,2.93637780813781,4,5
"918",40,18,1,2,0,"rectangular",31.2925597295346,6.74830657524583,4.65151347171029,5,7
"919",40,19,1,2,0,"rectangular",14.2559935340283,7.69083214927969,5.13436342570901,5,4
"920",40,20,1,2,0,"rectangular",15.0615931662062,3.24497858868014,1.82035094748678,4,6
"921",40,21,1,2,0,"rectangular",24.7656817178136,3.00355696711664,1.8629213185551,4,6
"922",40,22,1,2,0,"rectangular",21.3960259765695,1.69166117797988,2.70604319301077,5,5
"923",40,23,1,2,0,"rectangular",9.97916114046415,6.09816907730295,5.93036217156109,5,5
"924",40,24,1,2,0,"rectangular",19.7957915189316,12.8247415092,10.0027253263055,13,4
"925",40,25,1,2,0,"rectangular",25.9355864498322,3.07139250381637,2.6660772874243,5,5
"926",40,26,1,2,0,"rectangular",13.6460058122819,4.40956340642822,2.46609046386565,6,5
"927",40,27,1,2,0,"rectangular",19.5318675689992,2.98380607813785,3.88972049036363,5,6
"928",40,28,1,2,0,"rectangular",14.6655501102683,3.99921535972814,3.05463864160678,4,6
"929",40,29,1,2,0,"rectangular",15.7832523508687,3.08765040944603,1.91924336228799,5,5
"930",40,30,1,2,0,"rectangular",24.5202904725877,4.55969049999536,4.63556362867818,8,4
"931",40,31,1,2,0,"rectangular",10.1847685978661,4.32308164534017,5.34334494925301,6,4
"932",40,32,1,2,0,"rectangular",11.9087934278607,10.0457227216278,10.1824788446554,4,3
"933",40,33,1,2,0,"rectangular",12.13128687439,7.26844300705302,4.00801724964514,8,5
"934",40,34,1,2,0,"rectangular",21.6167814467581,6.36993944264725,5.48953466537219,4,5
"935",40,35,1,2,0,"rectangular",17.5432815250132,7.22804374411983,4.46054188626789,5,12
"936",40,36,1,2,0,"rectangular",12.0474841651191,4.26505811022553,5.20365033346014,5,6
"937",40,37,1,2,0,"rectangular",18.7527672332889,5.76154612730457,4.30090606134343,4,4
"938",40,38,1,2,0,"rectangular",12.27149948441,6.58321394709638,7.46253043226159,4,5
"939",40,39,1,2,0,"rectangular",16.5690676339176,8.41060341893024,7.39694173322511,4,5
"940",40,40,1,2,0,"rectangular",10.6386955744458,2.93191866379067,1.54391497312496,6,5
