"GridSize","seed","alpha","lambda","beta","type","SNorm","SNormTapered","SNormSeparTapered","L1Selected","L2Selected"
20,7,1,2,0,"trapezoid",15.6579546465339,12.9377173849761,8.32443922179382,5,7
20,8,1,2,0,"trapezoid",13.4582807885439,9.20770586778034,4.48529046274336,4,3
20,9,1,2,0,"trapezoid",12.5500081472892,10.9560423880516,9.54867264000989,3,3
20,10,1,2,0,"trapezoid",11.1085140736833,8.26159205337015,9.09740572872168,3,3
20,11,1,2,0,"trapezoid",8.2588789499778,4.65080816337786,6.29344053010155,5,4
20,12,1,2,0,"trapezoid",7.06956504807749,4.02017186989566,6.70451421675514,5,4
20,13,1,2,0,"trapezoid",10.2833974863388,5.62440510290872,6.12353237920999,3,4
20,14,1,2,0,"trapezoid",23.9172092147586,23.2943394577156,13.5890835701822,12,10
20,15,1,2,0,"trapezoid",6.84166522329978,4.45277505298183,4.71511598334674,6,4
20,16,1,2,0,"trapezoid",11.3912362889213,6.95438920458694,6.39990534312743,3,4
20,17,1,2,0,"trapezoid",13.6556331804838,9.92905958054315,8.14634630143299,3,3
20,18,1,2,0,"trapezoid",19.6155787995403,14.8653964771186,9.58099539024729,4,11
20,19,1,2,0,"trapezoid",13.5352115027051,12.5051813763649,9.95671743653715,2,4
20,20,1,2,0,"trapezoid",8.86682468142388,2.9666830006431,0.979082503729385,4,4
20,21,1,2,0,"trapezoid",13.4550187960975,6.65936978925236,3.27149151582398,4,4
20,22,1,2,0,"trapezoid",18.5889541927837,11.1407239754666,6.53903541723412,5,9
20,23,1,2,0,"trapezoid",11.4652715017346,6.75458344881514,6.50109350644936,5,4
20,24,1,2,0,"trapezoid",13.8219124013805,11.704388842899,10.2772101924735,3,3
20,25,1,2,0,"trapezoid",9.17139059708751,5.98852947624969,5.80098448734343,4,3
20,26,1,2,0,"trapezoid",9.91884779019282,8.27520958796612,6.09237948879408,3,3
20,27,1,2,0,"trapezoid",9.2793183828732,3.7779038990594,2.42769480080845,4,3
20,28,1,2,0,"trapezoid",8.69301005387044,5.75915164993647,2.10232751751285,4,5
20,29,1,2,0,"trapezoid",12.7460573868987,3.40998720472396,2.04542640979772,4,4
20,30,1,2,0,"trapezoid",11.9864767385986,7.83598457802357,5.38766705236178,4,3
20,31,1,2,0,"trapezoid",8.62043313215594,6.18137922495689,6.13726814498637,4,3
20,32,1,2,0,"trapezoid",10.0337403835372,10.0669095440035,11.0534251447386,4,3
20,33,1,2,0,"trapezoid",9.8416919224142,7.48378173588352,5.57658264906886,3,5
20,34,1,2,0,"trapezoid",10.1340687883719,9.53698804717663,9.06134091581795,3,3
20,35,1,2,0,"trapezoid",10.8710025096568,4.46808464998946,2.95289137949927,4,3
20,36,1,2,0,"trapezoid",10.2120763342414,6.47133025429377,6.93623016134406,4,3
20,37,1,2,0,"trapezoid",12.5434657216093,12.2260686468074,10.7377586656129,3,7
20,38,1,2,0,"trapezoid",10.8818921248832,8.02006854566579,9.24911493274647,3,3
20,39,1,2,0,"trapezoid",10.7935924993075,9.95999184804558,9.56360750697592,3,4
20,40,1,2,0,"trapezoid",11.1806943312384,6.53166161924079,5.33085359168895,4,3
20,41,1,2,0,"trapezoid",12.3438147127381,7.77749273360464,3.92405206977829,4,4
20,42,1,2,0,"trapezoid",12.6859755270085,9.47306076057235,4.7932347583221,4,3
20,43,1,2,0,"trapezoid",9.22245037919389,6.16004516932913,6.05257141667584,4,3
20,44,1,2,0,"trapezoid",9.71015105099361,4.1982872136774,3.47864670202851,3,4
20,45,1,2,0,"trapezoid",13.1789532977599,9.74984234229939,5.69973236496055,3,3
20,46,1,2,0,"trapezoid",10.5119728138895,7.36198727680558,5.99449408778376,3,4
20,47,1,2,0,"trapezoid",10.0188614125824,7.72329986185575,6.01744412863064,3,5
20,48,1,2,0,"trapezoid",23.283102299711,11.6890106977157,12.327523347649,5,5
20,49,1,2,0,"trapezoid",18.183280606873,10.3163813318603,6.18668336812362,6,4
20,50,1,2,0,"trapezoid",11.8830923980399,8.92612666358807,8.8674119800421,3,3
20,51,1,2,0,"trapezoid",11.6556092668547,6.14322890962848,3.14851376196255,4,4
20,52,1,2,0,"trapezoid",12.911182985462,3.85872208446437,4.10955519683053,4,5
20,53,1,2,0,"trapezoid",9.90102819576238,5.44078892812792,4.09525994767951,4,4
20,54,1,2,0,"trapezoid",9.81107819742118,5.04853809366029,1.86003896707855,3,5
20,55,1,2,0,"trapezoid",7.7586625966808,5.45046465000932,6.57926584646977,3,3
20,56,1,2,0,"trapezoid",13.06396796724,10.8981797389418,10.9659958747187,4,3
20,57,1,2,0,"trapezoid",14.3193332420578,7.77607608625309,13.152905151185,3,5
20,58,1,2,0,"trapezoid",10.1800316298274,8.32757656766822,7.7398876846918,3,4
20,59,1,2,0,"trapezoid",10.1891168578494,2.70236498608464,4.48568148258577,5,4
20,60,1,2,0,"trapezoid",10.3285515706366,5.55538149529613,4.92709109685625,7,5
20,61,1,2,0,"trapezoid",9.27302941823567,5.92860867829807,4.93969799408218,4,3
20,62,1,2,0,"trapezoid",8.62792024637421,4.21167231235768,1.47035090191409,4,4
20,63,1,2,0,"trapezoid",13.8174465420184,4.69156322035315,0.980568644764328,5,4
20,64,1,2,0,"trapezoid",14.0387060167325,5.61633249587256,2.03356174520223,5,4
20,65,1,2,0,"trapezoid",15.7043010575063,8.97748553859012,6.22860768141719,5,3
20,66,1,2,0,"trapezoid",11.4240942156211,9.07445705313533,9.63900743341439,3,3
20,67,1,2,0,"trapezoid",11.7906386400672,8.61069368152064,5.32457255633241,4,4
20,68,1,2,0,"trapezoid",12.7805843299754,11.9805997375135,10.0571478644768,3,4
20,69,1,2,0,"trapezoid",12.9610120884991,8.49471321486628,7.3358406035329,3,3
20,70,1,2,0,"trapezoid",12.5639380808439,9.94846627812997,11.0810586079594,3,3
20,71,1,2,0,"trapezoid",12.8262190395005,9.49433006386306,9.08840548194357,2,4
20,72,1,2,0,"trapezoid",11.8101926541922,8.8554056973843,7.67714824751124,5,3
20,73,1,2,0,"trapezoid",16.2415305531453,11.2758170594454,7.20113427939857,9,3
20,74,1,2,0,"trapezoid",11.1876873364908,3.77565394339423,3.24838728730012,5,3
20,75,1,2,0,"trapezoid",10.2001382671697,7.4326760596798,5.69967630802877,11,5
20,76,1,2,0,"trapezoid",13.6515055062723,11.9234545978941,12.2043694310445,2,3
20,77,1,2,0,"trapezoid",11.2946915933711,5.69243438087841,5.51726177867604,3,3
20,78,1,2,0,"trapezoid",14.4467440193091,8.25883338705466,5.19717623166069,5,3
20,79,1,2,0,"trapezoid",23.6584719850909,11.1895855029562,9.92825253320283,4,6
20,80,1,2,0,"trapezoid",13.4654279553789,13.2990232553786,8.88720072195515,3,3
20,81,1,2,0,"trapezoid",12.0298218754405,10.306067255594,10.3762191948883,2,4
20,82,1,2,0,"trapezoid",11.6532529218953,10.0403475463317,8.3984118273479,4,3
20,83,1,2,0,"trapezoid",13.7908478385727,10.4548820549387,7.48887694128969,3,4
20,84,1,2,0,"trapezoid",12.4105629381509,10.6814088439233,9.86655913198754,6,9
20,85,1,2,0,"trapezoid",10.2821349395195,4.80808477454646,1.9849643047004,3,4
20,86,1,2,0,"trapezoid",11.1231155455047,10.0106558784632,10.0822055282319,4,2
20,87,1,2,0,"trapezoid",16.2207571724407,7.69334485245215,4.19319005475228,5,5
20,88,1,2,0,"trapezoid",12.7417710539847,4.55497472858853,2.07345589228319,4,4
20,89,1,2,0,"trapezoid",8.3529575534734,5.50183150341306,3.87010970366015,5,4
20,90,1,2,0,"trapezoid",10.2087664896999,8.26219040388231,8.42177757412866,3,3
20,91,1,2,0,"trapezoid",19.0705234676178,10.629248431975,10.11505479517,5,6
20,92,1,2,0,"trapezoid",9.91387874164945,7.07907095109097,6.35635833046505,3,4
20,93,1,2,0,"trapezoid",15.0213255951655,10.8514102923263,7.0292837640327,8,3
20,94,1,2,0,"trapezoid",10.4849549617579,6.51799969711878,1.10765153556165,5,5
20,95,1,2,0,"trapezoid",15.0414527339503,7.02881357541235,5.86747409891838,4,4
20,96,1,2,0,"trapezoid",18.2703142834805,7.53589767193982,6.1045198281117,4,4
20,97,1,2,0,"trapezoid",11.7751559450957,2.63018962222399,0.986103401177815,4,4
20,98,1,2,0,"trapezoid",11.3674001351363,7.42602300435028,7.42844235504433,3,3
20,99,1,2,0,"trapezoid",15.80309136035,13.6206455985098,9.06491415834459,6,4
20,100,1,2,0,"trapezoid",13.6807117031441,12.6094884496674,11.7774523368444,2,3
20,1,1,4,0,"trapezoid",38.8744891102759,37.0372792340568,37.9633381967094,4,13
20,2,1,4,0,"trapezoid",32.4734763946459,27.6949146147089,20.9885527522498,6,5
20,3,1,4,0,"trapezoid",40.1840792864998,37.5024327222617,38.4614455446202,3,9
20,4,1,4,0,"trapezoid",37.5200210749047,32.8791788976164,30.5797437015895,6,4
20,5,1,4,0,"trapezoid",28.9677868303216,21.3734592599179,18.8029384491603,6,13
20,6,1,4,0,"trapezoid",36.4096622904608,30.6330210302357,29.3549429927262,4,5
20,7,1,4,0,"trapezoid",27.9894792587271,23.4042188422429,11.8816289345327,4,9
20,8,1,4,0,"trapezoid",38.3724213054195,33.0490453211883,30.3048183352134,6,3
20,9,1,4,0,"trapezoid",40.2010658676705,38.2503661722075,38.325079424537,4,4
20,10,1,4,0,"trapezoid",36.9842516465385,31.935900209037,34.215829530255,6,3
20,11,1,4,0,"trapezoid",31.947827704995,30.2372693278707,30.693198980471,6,11
20,12,1,4,0,"trapezoid",26.8949637143707,20.6889058057829,16.0320316310478,6,8
20,13,1,4,0,"trapezoid",28.8731609211508,24.9122442197547,26.5790067739661,5,7
20,14,1,4,0,"trapezoid",45.0353764896411,44.0900914664238,42.0338736524816,11,14
20,15,1,4,0,"trapezoid",27.5615171561958,21.9507815883519,22.2419419932092,6,6
20,16,1,4,0,"trapezoid",37.1636160934632,30.064211295827,30.393099058896,5,4
20,17,1,4,0,"trapezoid",42.7003075093369,38.7636707538713,37.3512152791039,3,5
20,18,1,4,0,"trapezoid",42.4614281257111,40.6586348856005,28.6483189329281,12,10
20,19,1,4,0,"trapezoid",42.150091208477,42.1447536939912,41.9192714748943,8,4
20,20,1,4,0,"trapezoid",27.5038422899127,26.997835829348,24.6378824416022,14,11
20,21,1,4,0,"trapezoid",27.1959996201533,26.6301880101351,13.3076832706984,9,14
20,22,1,4,0,"trapezoid",33.574830778021,31.670545824196,28.0925903753749,10,12
20,23,1,4,0,"trapezoid",34.3775855090765,28.8808257923525,30.6207494783063,5,6
20,24,1,4,0,"trapezoid",40.4456674124833,39.0854077467852,39.8063265542171,3,5
20,25,1,4,0,"trapezoid",31.8292770587323,29.0929596358406,26.5465124392102,4,6
20,26,1,4,0,"trapezoid",34.6528427955133,32.145811599799,29.6659711224261,6,4
20,27,1,4,0,"trapezoid",32.704990995063,28.0420017798746,18.7014996344954,5,6
20,28,1,4,0,"trapezoid",31.6261506988935,25.4444333287839,23.8742093079795,5,5
20,29,1,4,0,"trapezoid",29.6620961573032,21.249004865081,9.41038085154628,9,5
20,30,1,4,0,"trapezoid",38.4556562294748,33.5425083096988,28.3454464921018,6,5
20,31,1,4,0,"trapezoid",28.7911621908545,25.5652279363312,24.4789921926044,9,5
20,32,1,4,0,"trapezoid",34.9652230194655,34.475634164675,37.801063753418,11,11
20,33,1,4,0,"trapezoid",37.47844830401,32.3263725166093,32.3106844641835,5,5
20,34,1,4,0,"trapezoid",34.0433038917564,31.2856639677773,31.2602943600023,7,8
20,35,1,4,0,"trapezoid",38.3175979840156,38.925016123632,20.0805559978278,15,11
20,36,1,4,0,"trapezoid",34.6021112218213,29.3414567374231,29.4654863012114,5,7
20,37,1,4,0,"trapezoid",41.5544528852338,39.1959012207753,36.8063815941829,3,6
20,38,1,4,0,"trapezoid",35.7859901270463,35.9442663431284,33.2989441891612,11,11
20,39,1,4,0,"trapezoid",35.5942242125684,32.7831552018095,35.7099272676932,6,4
20,40,1,4,0,"trapezoid",37.0543045832023,32.2622174336344,28.9684775018568,5,6
20,41,1,4,0,"trapezoid",38.156863148936,31.9782749016587,25.9908290072048,4,5
20,42,1,4,0,"trapezoid",39.9060460576669,36.0871312783506,30.3239589394312,3,5
20,43,1,4,0,"trapezoid",33.7192287456912,28.5052709592356,24.0653915766742,9,5
20,44,1,4,0,"trapezoid",29.700113631868,22.8617230551517,10.2512731314041,7,5
20,45,1,4,0,"trapezoid",39.6700145584446,37.6820842174559,34.5283748301427,4,4
20,46,1,4,0,"trapezoid",38.7157370786572,36.8799487162353,32.273727838063,5,5
20,47,1,4,0,"trapezoid",36.5043818436722,34.0973599957862,33.5983316090541,5,5
20,48,1,4,0,"trapezoid",37.5194777503531,23.7102837316287,40.2961492066836,8,6
20,49,1,4,0,"trapezoid",30.9525094287178,22.7853705442595,19.1850616875997,6,5
20,50,1,4,0,"trapezoid",39.3405039592218,34.9129432532246,31.5252318806865,5,9
20,51,1,4,0,"trapezoid",37.2208130545052,37.578973328784,28.1312366818841,7,10
20,52,1,4,0,"trapezoid",29.4468685219235,29.0969258017602,22.3029551619421,11,13
20,53,1,4,0,"trapezoid",30.0598084035237,25.1159389039719,26.2263251144668,7,4
20,54,1,4,0,"trapezoid",35.6998347779047,25.5001671302649,21.7329074715672,6,4
20,55,1,4,0,"trapezoid",30.6024250679024,22.8595753484266,25.1798256348112,5,5
20,56,1,4,0,"trapezoid",40.0796527863004,37.113062112034,38.6563243169489,5,5
20,57,1,4,0,"trapezoid",28.8052008235273,22.8270106195345,29.1135678168755,4,7
20,58,1,4,0,"trapezoid",37.8393356360379,33.8732047225909,30.2889459964587,7,5
20,59,1,4,0,"trapezoid",34.7063860263379,29.0605431470569,24.3362653138645,6,5
20,60,1,4,0,"trapezoid",37.8250298784692,38.1148344849316,34.0309379654467,12,12
20,61,1,4,0,"trapezoid",29.594035848737,24.7722752681625,21.1364169448841,11,6
20,62,1,4,0,"trapezoid",29.8747459998314,25.0111503031332,18.4277771473128,6,5
20,63,1,4,0,"trapezoid",21.9938969861565,13.6581358204873,9.91715499652136,6,7
20,64,1,4,0,"trapezoid",19.2585780128011,12.3628417340576,12.7743383207396,11,4
20,65,1,4,0,"trapezoid",36.5198957038164,27.48180188724,19.7023168400614,4,6
20,66,1,4,0,"trapezoid",40.5936722130107,35.994056683873,38.0276588648155,3,7
20,67,1,4,0,"trapezoid",36.5152467676359,36.1027231868399,29.0711644854184,8,10
20,68,1,4,0,"trapezoid",41.489484293295,40.1473284855666,39.6926255516419,5,3
20,69,1,4,0,"trapezoid",40.8119687631462,39.5874173015537,36.4795320283165,5,8
20,70,1,4,0,"trapezoid",35.7000393694383,32.8266413049374,35.7377830452401,11,4
20,71,1,4,0,"trapezoid",41.4291727089,38.6404195863807,36.400369128536,5,5
20,72,1,4,0,"trapezoid",37.1068206552751,34.2298408678729,34.7256249380436,5,5
20,73,1,4,0,"trapezoid",42.5368552832969,42.1584449908172,34.407493777073,6,8
20,74,1,4,0,"trapezoid",31.2752635737739,30.6652006632083,24.4961465362689,12,7
20,75,1,4,0,"trapezoid",34.2981252919403,34.2924201185119,29.4472898988942,11,12
20,76,1,4,0,"trapezoid",43.1116149169699,41.2557391075079,41.5598927635705,4,4
20,77,1,4,0,"trapezoid",34.4953547031303,32.1656614553796,26.0474521347894,4,5
20,78,1,4,0,"trapezoid",36.4633155190405,33.5527246365148,30.0966132122953,5,4
20,79,1,4,0,"trapezoid",35.3611566829177,20.5793513445114,10.3493623247509,7,4
20,80,1,4,0,"trapezoid",40.8282092621653,40.3186666469544,40.1798824094431,3,3
20,81,1,4,0,"trapezoid",37.5708821791826,37.3217619415777,37.7278642989221,10,3
20,82,1,4,0,"trapezoid",41.5518134229749,41.726783340268,36.4814139302295,8,8
20,83,1,4,0,"trapezoid",42.6389158847686,38.858140223528,35.8736499623433,5,3
20,84,1,4,0,"trapezoid",34.1600363430526,29.0779485400683,29.1258255732465,5,6
20,85,1,4,0,"trapezoid",39.4965962422007,39.8889373852659,29.2249215747488,9,8
20,86,1,4,0,"trapezoid",36.4961835839214,33.2491487191491,35.7596579468315,6,5
20,87,1,4,0,"trapezoid",28.3841854868624,14.3055665958953,15.4697862728069,8,6
20,88,1,4,0,"trapezoid",35.7670280368538,31.3293246908213,22.1956336280066,7,17
20,89,1,4,0,"trapezoid",28.4683151981266,17.6096276158178,12.1697984593273,7,4
20,90,1,4,0,"trapezoid",39.6741579357889,35.4238301629727,31.9702051819626,4,10
20,91,1,4,0,"trapezoid",42.8248822667279,29.5102261932009,17.0147241621877,7,6
20,92,1,4,0,"trapezoid",35.2043846055718,34.6590699017162,31.7990141526884,10,4
20,93,1,4,0,"trapezoid",35.8411226938186,30.3215632839203,29.1004551329,6,4
20,94,1,4,0,"trapezoid",28.1574849480476,23.7643390434082,17.3182061103258,4,11
20,95,1,4,0,"trapezoid",30.36096233167,21.4348442448133,12.2831277590166,4,7
20,96,1,4,0,"trapezoid",39.2619751208386,36.4120312757114,28.1536421007059,7,14
20,97,1,4,0,"trapezoid",19.8491391020011,9.38831831602896,8.18204231656362,8,5
20,98,1,4,0,"trapezoid",37.0428648116409,31.5497718085579,31.3233198669065,5,6
20,99,1,4,0,"trapezoid",41.9326565272841,41.7145532146121,39.9978913346402,4,9
20,100,1,4,0,"trapezoid",42.7567089403265,41.161656232421,41.8389714945703,4,3
20,1,1,6,0,"trapezoid",68.6853545272701,64.7311873783009,66.2436143441142,7,5
20,2,1,6,0,"trapezoid",59.276928108395,54.4565740945591,52.5828090047904,6,6
20,3,1,6,0,"trapezoid",74.0460289486907,71.2573562838834,72.3164486518241,5,5
20,4,1,6,0,"trapezoid",67.1420202418132,60.8976511940115,61.1215944124335,6,5
20,5,1,6,0,"trapezoid",55.1088266697473,48.8922618944033,43.0418218581028,8,7
20,6,1,6,0,"trapezoid",65.9985164626013,62.0750886505124,60.0535378654438,7,6
20,7,1,6,0,"trapezoid",64.4088034359387,63.7242183091287,62.4363925037274,8,7
20,8,1,6,0,"trapezoid",70.0649058240394,64.3392906201496,63.3804335662511,6,5
20,9,1,6,0,"trapezoid",71.1631748702494,68.4289350527464,68.0685767112919,6,5
20,10,1,6,0,"trapezoid",65.0852888513074,61.3051431875196,64.1284784923744,6,6
20,11,1,6,0,"trapezoid",58.8722138865467,52.077758217694,52.9426397342571,6,8
20,12,1,6,0,"trapezoid",54.0508928854789,54.0651851363837,49.5158574130168,13,14
20,13,1,6,0,"trapezoid",58.2352879591557,48.7391528385156,52.2014832666709,10,5
20,14,1,6,0,"trapezoid",54.9944978756656,54.9177975528889,66.1983529816268,16,12
20,15,1,6,0,"trapezoid",54.6057109612601,48.4103405395716,52.428742385759,7,6
20,16,1,6,0,"trapezoid",66.9273205179097,62.8832322154602,62.1948208384973,6,4
20,17,1,6,0,"trapezoid",73.8088078888892,70.7927000530788,71.8208159886206,4,3
20,18,1,6,0,"trapezoid",41.6895931572522,26.4228965637307,23.8079971819504,15,6
20,19,1,6,0,"trapezoid",73.101783606964,70.7653221963548,70.5870884598619,5,13
20,20,1,6,0,"trapezoid",51.286916633653,47.4871586336864,36.2520410025838,7,5
20,21,1,6,0,"trapezoid",53.2861987039386,51.4656863071487,25.3871672807105,9,6
20,22,1,6,0,"trapezoid",40.1062812062574,27.838994618253,25.6877679677443,7,10
20,23,1,6,0,"trapezoid",65.6798209822023,64.9731212122522,63.139678828771,7,14
20,24,1,6,0,"trapezoid",72.3780022936291,71.8401991349925,71.7718178130921,6,5
20,25,1,6,0,"trapezoid",61.5578349130576,56.412973298162,46.0233807932929,7,12
20,26,1,6,0,"trapezoid",65.2158397944155,61.7559414955778,65.3410285462541,11,5
20,27,1,6,0,"trapezoid",59.7248248975538,55.6824629970777,48.4285456125668,6,7
20,28,1,6,0,"trapezoid",61.2763735831366,56.3626218069501,57.1411126279273,5,7
20,29,1,6,0,"trapezoid",63.6233361997132,58.6706863609314,55.9764158385825,5,8
20,30,1,6,0,"trapezoid",68.0603325887432,68.4099211653202,58.0498392170704,11,12
20,31,1,6,0,"trapezoid",60.3165105517936,53.5940953193197,56.404348241869,5,6
20,32,1,6,0,"trapezoid",64.8846503569791,64.9289778740586,69.3106916335424,12,15
20,33,1,6,0,"trapezoid",68.1316650331474,67.7862914393809,64.9488719921843,9,7
20,34,1,6,0,"trapezoid",64.4295463604368,57.8639442585571,64.7175138164238,10,5
20,35,1,6,0,"trapezoid",70.0450280482575,62.553643410574,51.2657122449239,5,7
20,36,1,6,0,"trapezoid",64.1938155319262,60.1357639527462,61.7818489631675,6,6
20,37,1,6,0,"trapezoid",73.1242943404891,72.8331791734286,67.9908989651016,8,7
20,38,1,6,0,"trapezoid",64.3877441433278,64.4258292329061,61.3617583475269,13,12
20,39,1,6,0,"trapezoid",65.2777090801352,61.7487444882099,67.4518788734903,6,8
20,40,1,6,0,"trapezoid",67.8683644838305,65.7031670693411,64.1629736135104,4,6
20,41,1,6,0,"trapezoid",67.2769291815557,62.6776158387837,61.2362696585522,5,6
20,42,1,6,0,"trapezoid",72.8813011466577,70.6653024199388,63.3019358831906,7,6
20,43,1,6,0,"trapezoid",59.2333032951978,55.6060203367396,53.3696492089022,7,7
20,44,1,6,0,"trapezoid",55.7123966077169,51.0338790016489,39.1632132591256,8,8
20,45,1,6,0,"trapezoid",71.433537843455,70.2010330594991,66.539637143123,11,6
20,46,1,6,0,"trapezoid",68.435932776364,64.036688322841,62.9392984858638,4,7
20,47,1,6,0,"trapezoid",73.3868089624459,71.2710337954579,72.5371085966749,4,6
20,48,1,6,0,"trapezoid",57.4917032473162,56.6319646274741,80.5745890098108,15,9
20,49,1,6,0,"trapezoid",52.9077530294279,48.9829118022562,42.9797059594554,5,11
20,50,1,6,0,"trapezoid",70.6586175514165,65.6670994970037,67.7210319216904,6,4
20,51,1,6,0,"trapezoid",68.5803878465331,66.0125744179185,57.6909343871906,7,5
20,52,1,6,0,"trapezoid",62.0605473928233,56.5966284829715,52.7791367568374,6,8
20,53,1,6,0,"trapezoid",59.2348849391749,56.6924504959257,53.788205994979,6,17
20,54,1,6,0,"trapezoid",70.1218151907056,65.3130923716668,63.1064068720194,5,5
20,55,1,6,0,"trapezoid",54.4865898615164,48.2672493163815,48.967804748213,8,6
20,56,1,6,0,"trapezoid",71.9751476802819,69.020602186167,72.3328354027196,6,5
20,57,1,6,0,"trapezoid",51.30874088795,43.1074981653021,18.0012591322502,7,7
20,58,1,6,0,"trapezoid",66.0879686202517,61.7566539925056,59.5069403960124,7,6
20,59,1,6,0,"trapezoid",61.9230334237762,49.7888844120044,44.4484887239332,5,9
20,60,1,6,0,"trapezoid",69.5388442592463,62.5197562597713,62.8275460420023,12,5
20,61,1,6,0,"trapezoid",56.5551339646698,50.9702249104321,47.6830924184791,7,8
20,62,1,6,0,"trapezoid",61.0725964366753,54.5586923499315,46.1859522047949,6,6
20,63,1,6,0,"trapezoid",51.3451841320849,50.0165391673212,47.168322921867,8,13
20,64,1,6,0,"trapezoid",48.788765629212,48.8439237430206,41.5319847886633,15,10
20,65,1,6,0,"trapezoid",66.1877584742025,63.8069379743313,59.212336595209,10,7
20,66,1,6,0,"trapezoid",75.0136181791144,72.8228453556063,73.5203229004105,4,11
20,67,1,6,0,"trapezoid",69.2212102228716,65.0760921877539,67.5884493761816,6,5
20,68,1,6,0,"trapezoid",74.1174732753192,72.0789689874172,72.0354525650493,4,6
20,69,1,6,0,"trapezoid",72.1582252909364,71.8958255728289,69.6280678260776,12,9
20,70,1,6,0,"trapezoid",66.8777505427204,62.927869686377,67.387581935803,6,6
20,71,1,6,0,"trapezoid",70.875690998575,69.8761267223562,68.0282455283604,6,6
20,72,1,6,0,"trapezoid",66.7550759087357,62.5938652737043,64.3678399443121,7,5
20,73,1,6,0,"trapezoid",73.8767727914324,75.9490893879682,65.8344181993412,8,7
20,74,1,6,0,"trapezoid",58.0578448276065,53.9660788534596,48.9190578400404,6,7
20,75,1,6,0,"trapezoid",60.5510670786715,56.4362653411252,57.9299284652471,8,6
20,76,1,6,0,"trapezoid",75.6298334014556,73.7327853525277,74.0573565895229,4,11
20,77,1,6,0,"trapezoid",66.2795679288625,63.1567044197002,58.2940642866479,7,4
20,78,1,6,0,"trapezoid",65.031158038015,56.7858705960713,55.3598920160477,5,10
20,79,1,6,0,"trapezoid",69.5825207481475,62.9657163096281,55.561589038141,5,12
20,80,1,6,0,"trapezoid",71.8005188470885,70.4307051216004,71.632755134582,4,7
20,81,1,6,0,"trapezoid",69.8920718516312,65.6719524420148,69.0449590985684,5,10
20,82,1,6,0,"trapezoid",72.0228843774832,70.5664777322807,69.4933152492899,6,11
20,83,1,6,0,"trapezoid",71.4800963644056,71.8133760161417,61.1705069115402,10,13
20,84,1,6,0,"trapezoid",63.4889281741767,63.7217826854477,59.2645215338786,6,12
20,85,1,6,0,"trapezoid",68.597700877488,56.8519419628099,51.1174668795047,11,4
20,86,1,6,0,"trapezoid",65.9840488027817,63.839018233547,68.4695370914468,5,7
20,87,1,6,0,"trapezoid",54.1807166198971,53.9134543052802,65.9992091501977,16,13
20,88,1,6,0,"trapezoid",38.4430261164562,25.8862628243245,17.060852760096,7,9
20,89,1,6,0,"trapezoid",49.6128645466567,47.9665175373804,40.4584214310059,10,13
20,90,1,6,0,"trapezoid",69.6007510111485,69.1682943746085,69.6667308125565,8,10
20,91,1,6,0,"trapezoid",46.7973626021045,43.1085045332906,24.8455245853375,12,8
20,92,1,6,0,"trapezoid",64.5651931436549,64.7253015952964,54.1494794252133,14,13
20,93,1,6,0,"trapezoid",69.3412216979738,63.5258821277411,57.1810282330083,6,5
20,94,1,6,0,"trapezoid",60.2775352733348,52.2260455230417,48.6891518322313,6,6
20,95,1,6,0,"trapezoid",57.9673720051471,55.2771629339028,35.9515077186301,11,8
20,96,1,6,0,"trapezoid",40.8952935028386,28.6927267710501,25.180194905402,7,12
20,97,1,6,0,"trapezoid",43.6905396354179,43.5068873936448,35.7808459893159,17,9
20,98,1,6,0,"trapezoid",68.3979214432637,63.0010844870012,63.7642849568924,7,5
20,99,1,6,0,"trapezoid",74.9029841179166,74.7148543535134,73.5313604239365,10,4
20,100,1,6,0,"trapezoid",75.3562237940604,74.4314141057986,74.8044144720525,4,4
30,1,1,2,0,"trapezoid",12.2382629841144,7.56717844731728,8.22112217197534,4,4
30,2,1,2,0,"trapezoid",18.4715736708582,6.04606104526036,3.56473711610922,5,4
30,3,1,2,0,"trapezoid",12.9191573215755,9.37532695447837,8.5436199263265,4,4
30,4,1,2,0,"trapezoid",12.5571198473628,4.56374866358884,6.25912499417624,5,3
30,5,1,2,0,"trapezoid",12.4730312874663,4.16513917180458,3.76382183697203,3,7
30,6,1,2,0,"trapezoid",19.4153358148506,6.10303282576034,3.75391342465236,3,6
30,7,1,2,0,"trapezoid",30.4187477904852,22.9217953340218,7.14621451845831,9,10
30,8,1,2,0,"trapezoid",15.4141697304174,6.63892212834006,3.74319153200806,4,4
30,9,1,2,0,"trapezoid",18.4682392790392,10.5392819413144,7.65175771420901,4,4
30,10,1,2,0,"trapezoid",12.6679234165583,7.53307543931495,7.22113386719946,4,4
30,11,1,2,0,"trapezoid",7.46585992478295,4.41641483244356,6.15154924710313,5,4
30,12,1,2,0,"trapezoid",9.19617898680306,6.6753876709065,7.31540376980595,13,5
30,13,1,2,0,"trapezoid",10.7966972422503,4.34721331920156,4.95690422033145,4,5
30,14,1,2,0,"trapezoid",21.3701693825152,5.59292667859045,0.613413976148207,5,5
30,15,1,2,0,"trapezoid",9.78889668472462,5.30133330492048,3.85271426821845,6,4
30,16,1,2,0,"trapezoid",9.40012702261089,5.45635558492913,4.61324870617259,4,4
30,17,1,2,0,"trapezoid",14.3519362630153,9.64934106696867,5.52079473408754,4,4
